row_id,label,group,source_path,source_sha256,official_split,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10
4946,swirly,7b95be1d0969534d39960240ccc87ebaac88befa1f8ee4a0cd2020c11c92f172,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0081.jpg,7b95be1d0969534d39960240ccc87ebaac88befa1f8ee4a0cd2020c11c92f172,1:test|2:val|3:test|4:test|5:val|6:val|7:train|8:train|9:train|10:train,test,val,test,test,val,val,train,train,train,train
4947,swirly,ab6ea2954b940ad10c1070048a0821287ca76e47b3ee43eda6f46966f41e5826,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0082.jpg,ab6ea2954b940ad10c1070048a0821287ca76e47b3ee43eda6f46966f41e5826,1:train|2:train|3:test|4:val|5:train|6:train|7:test|8:val|9:val|10:train,train,train,test,val,train,train,test,val,val,train
4948,swirly,4ae6c7c49879727de7ca8879990763e766d1e03e3a002aaae7df818e21650b45,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0083.jpg,4ae6c7c49879727de7ca8879990763e766d1e03e3a002aaae7df818e21650b45,1:train|2:test|3:val|4:test|5:test|6:train|7:val|8:val|9:val|10:train,train,test,val,test,test,train,val,val,val,train
4949,swirly,9e867f2ca6f7f0f681eb07ddffc6e75bb17c8f37f727ffd58eada109a001d508,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0084.jpg,9e867f2ca6f7f0f681eb07ddffc6e75bb17c8f37f727ffd58eada109a001d508,1:test|2:val|3:train|4:val|5:test|6:test|7:test|8:val|9:test|10:val,test,val,train,val,test,test,test,val,test,val
4950,swirly,c9e19b1b98f93949462e69d86af0366157ee5c375b43bf38db33ccbc7b8b9f25,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0085.jpg,c9e19b1b98f93949462e69d86af0366157ee5c375b43bf38db33ccbc7b8b9f25,1:train|2:val|3:test|4:test|5:val|6:train|7:val|8:train|9:val|10:val,train,val,test,test,val,train,val,train,val,val
4951,swirly,921a0957fde5809aee5fc75bbf658fc26a4d72f54b12914e59f63742739c71ba,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0086.jpg,921a0957fde5809aee5fc75bbf658fc26a4d72f54b12914e59f63742739c71ba,1:train|2:val|3:test|4:val|5:train|6:train|7:test|8:val|9:train|10:val,train,val,test,val,train,train,test,val,train,val
4952,swirly,4c52d011bcf5affbeae1f8df81aac65a5bb58d5ecaec41631f3370cdce9f5939,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0087.jpg,4c52d011bcf5affbeae1f8df81aac65a5bb58d5ecaec41631f3370cdce9f5939,1:test|2:val|3:val|4:train|5:test|6:test|7:test|8:val|9:train|10:test,test,val,val,train,test,test,test,val,train,test
4953,swirly,0ab58d29b8224422d6d1d16c5b3c3505205aa5e1b1959f317fff5d7c3681a6c9,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0088.jpg,0ab58d29b8224422d6d1d16c5b3c3505205aa5e1b1959f317fff5d7c3681a6c9,1:val|2:train|3:val|4:train|5:train|6:test|7:train|8:train|9:val|10:test,val,train,val,train,train,test,train,train,val,test
4954,swirly,9aabbf88424c337c1fad7737ac4298c9d199e0793d90c88e785f7e1b9d8e72d3,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0089.jpg,9aabbf88424c337c1fad7737ac4298c9d199e0793d90c88e785f7e1b9d8e72d3,1:train|2:test|3:train|4:val|5:train|6:test|7:val|8:train|9:val|10:val,train,test,train,val,train,test,val,train,val,val
4955,swirly,f4db9db59db9722e68e87f8dd8f721215e17bf6ee6701226dda4606935518389,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0091.jpg,f4db9db59db9722e68e87f8dd8f721215e17bf6ee6701226dda4606935518389,1:test|2:val|3:val|4:train|5:val|6:test|7:val|8:train|9:val|10:val,test,val,val,train,val,test,val,train,val,val
4956,swirly,30696b5e3bf7bc808fa8b971c7154cf9319a2c4be4d4790a119d80f5e45ff743,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0092.jpg,30696b5e3bf7bc808fa8b971c7154cf9319a2c4be4d4790a119d80f5e45ff743,1:train|2:test|3:train|4:test|5:train|6:val|7:test|8:train|9:train|10:val,train,test,train,test,train,val,test,train,train,val
4957,swirly,15ad79130388e4ac070db25fb94c463d5bba62def3c46f3010494265cd783671,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0093.jpg,15ad79130388e4ac070db25fb94c463d5bba62def3c46f3010494265cd783671,1:train|2:val|3:train|4:test|5:test|6:train|7:val|8:train|9:val|10:val,train,val,train,test,test,train,val,train,val,val
4958,swirly,562fe6f209c8bc9bb71c8954ecac0e03c055359330d24fffdfdcfedece1e2030,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0094.jpg,562fe6f209c8bc9bb71c8954ecac0e03c055359330d24fffdfdcfedece1e2030,1:train|2:val|3:test|4:train|5:test|6:val|7:val|8:val|9:train|10:test,train,val,test,train,test,val,val,val,train,test
4959,swirly,a4bcd5539430abe335d8fa13b4b2e389de573745be1af6672efe0658c267854d,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0096.jpg,a4bcd5539430abe335d8fa13b4b2e389de573745be1af6672efe0658c267854d,1:test|2:val|3:test|4:val|5:train|6:val|7:train|8:val|9:train|10:test,test,val,test,val,train,val,train,val,train,test
4960,swirly,7446df071c3b2b72fd85eafc7560c803503b3a453983a9e3ddbdbe964ae8408d,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0097.jpg,7446df071c3b2b72fd85eafc7560c803503b3a453983a9e3ddbdbe964ae8408d,1:val|2:train|3:test|4:train|5:test|6:test|7:test|8:train|9:test|10:val,val,train,test,train,test,test,test,train,test,val
4961,swirly,922c690aafbd86cc356ebe79aa7dc1f339dc9f3fead0a696aaf7c74b0895cabe,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0098.jpg,922c690aafbd86cc356ebe79aa7dc1f339dc9f3fead0a696aaf7c74b0895cabe,1:train|2:train|3:val|4:train|5:train|6:val|7:train|8:val|9:val|10:train,train,train,val,train,train,val,train,val,val,train
4962,swirly,bfd67c8d01ab3e614778d125fdd5c2b967a3effd08e098bc897dbf696c4c0e1e,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0099.jpg,bfd67c8d01ab3e614778d125fdd5c2b967a3effd08e098bc897dbf696c4c0e1e,1:val|2:train|3:test|4:test|5:test|6:val|7:test|8:test|9:val|10:test,val,train,test,test,test,val,test,test,val,test
4963,swirly,243826bba59a029da53fd3bc7b3536cd775fa70c4457ffba28c7281335c5ac78,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0101.jpg,243826bba59a029da53fd3bc7b3536cd775fa70c4457ffba28c7281335c5ac78,1:val|2:test|3:test|4:test|5:test|6:val|7:val|8:val|9:test|10:val,val,test,test,test,test,val,val,val,test,val
4964,swirly,2ee257b80c61de856cb5bdd2f60e897ae217d3685e1a59ccb6411d1bd9e73451,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0102.jpg,2ee257b80c61de856cb5bdd2f60e897ae217d3685e1a59ccb6411d1bd9e73451,1:val|2:val|3:val|4:val|5:train|6:test|7:test|8:val|9:train|10:test,val,val,val,val,train,test,test,val,train,test
4965,swirly,2b0993f1e1446c4eb236da5f839d931fff9a5a4601f9e5202e35ccd968a12f8d,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0103.jpg,2b0993f1e1446c4eb236da5f839d931fff9a5a4601f9e5202e35ccd968a12f8d,1:val|2:test|3:val|4:test|5:val|6:test|7:train|8:test|9:val|10:train,val,test,val,test,val,test,train,test,val,train
4966,swirly,5c2d1580bce8a4264946f19cd8be10a9a3e43feefd856d69a197b1c153c143e9,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0104.jpg,5c2d1580bce8a4264946f19cd8be10a9a3e43feefd856d69a197b1c153c143e9,1:test|2:test|3:train|4:test|5:train|6:test|7:val|8:train|9:val|10:val,test,test,train,test,train,test,val,train,val,val
4967,swirly,ccbfda00961d27827fda3c1aebf6276cd1c203344625c5c23a83fe80039f4bd0,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0105.jpg,ccbfda00961d27827fda3c1aebf6276cd1c203344625c5c23a83fe80039f4bd0,1:val|2:train|3:train|4:test|5:val|6:train|7:val|8:val|9:test|10:train,val,train,train,test,val,train,val,val,test,train
4968,swirly,aa0ca48b443b256c6df2340d672a33eba34b9f8e507ff80732273379d1c24d72,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0106.jpg,aa0ca48b443b256c6df2340d672a33eba34b9f8e507ff80732273379d1c24d72,1:val|2:val|3:val|4:val|5:train|6:val|7:val|8:test|9:train|10:train,val,val,val,val,train,val,val,test,train,train
4969,swirly,50552134b2ca7180622f1515fb364eec88f2cb2ad738dfcc142e16c204ad1359,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0107.jpg,50552134b2ca7180622f1515fb364eec88f2cb2ad738dfcc142e16c204ad1359,1:train|2:test|3:train|4:train|5:val|6:test|7:test|8:train|9:test|10:test,train,test,train,train,val,test,test,train,test,test
4970,swirly,44a2f8d1a0ddfd740f48568c0bc106acff2d1fa2ff6bc4892253df8b6975f719,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0108.jpg,44a2f8d1a0ddfd740f48568c0bc106acff2d1fa2ff6bc4892253df8b6975f719,1:train|2:val|3:train|4:val|5:train|6:test|7:test|8:val|9:test|10:test,train,val,train,val,train,test,test,val,test,test
4971,swirly,8ebf0218620cae2066f4d1fce0e3dbe1c104538e6c24e3c0216d6689b52d9c91,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0109.jpg,8ebf0218620cae2066f4d1fce0e3dbe1c104538e6c24e3c0216d6689b52d9c91,1:test|2:train|3:test|4:val|5:val|6:val|7:test|8:test|9:train|10:val,test,train,test,val,val,val,test,test,train,val
4972,swirly,1c95ac40d3ea4e42b80f53f643f379e59c072d2befd98cac37c611d2f62832e9,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0111.jpg,1c95ac40d3ea4e42b80f53f643f379e59c072d2befd98cac37c611d2f62832e9,1:test|2:train|3:val|4:train|5:test|6:test|7:train|8:train|9:train|10:train,test,train,val,train,test,test,train,train,train,train
4973,swirly,9de5935bab4740fbaafdfb979445c113c7d4de7adc19bc8e882677d89b0172ef,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0112.jpg,9de5935bab4740fbaafdfb979445c113c7d4de7adc19bc8e882677d89b0172ef,1:val|2:train|3:val|4:test|5:test|6:test|7:val|8:test|9:test|10:train,val,train,val,test,test,test,val,test,test,train
4974,swirly,ba182893c505b1c4b7250742820e410def78cba5f7ab48b5b2829e0f34e3f56b,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0113.jpg,ba182893c505b1c4b7250742820e410def78cba5f7ab48b5b2829e0f34e3f56b,1:val|2:val|3:test|4:test|5:val|6:test|7:val|8:test|9:val|10:train,val,val,test,test,val,test,val,test,val,train
4975,swirly,3b1db90a0ee2a49c98d35469cd72972d63865394d3ef5c28e7033cd58ec6fdf4,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0114.jpg,3b1db90a0ee2a49c98d35469cd72972d63865394d3ef5c28e7033cd58ec6fdf4,1:test|2:test|3:test|4:train|5:train|6:val|7:val|8:val|9:train|10:test,test,test,test,train,train,val,val,val,train,test
4976,swirly,c6b045572a2a587b10b8443ce8c58c989f622a0c0cfedb4b3760f6c663701ec1,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0115.jpg,c6b045572a2a587b10b8443ce8c58c989f622a0c0cfedb4b3760f6c663701ec1,1:test|2:train|3:train|4:test|5:val|6:test|7:test|8:test|9:val|10:test,test,train,train,test,val,test,test,test,val,test
4977,swirly,4542b55173969eb0ed31442354b460641b2b6e75aa9fa24da91e7cfbb9c2047c,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0116.jpg,4542b55173969eb0ed31442354b460641b2b6e75aa9fa24da91e7cfbb9c2047c,1:train|2:train|3:val|4:val|5:test|6:val|7:test|8:val|9:test|10:val,train,train,val,val,test,val,test,val,test,val
4978,swirly,a38caa19fe336b6250bd67be2ed764d2b3c30e1cdd475b1297f92a2c48e3ff01,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0117.jpg,a38caa19fe336b6250bd67be2ed764d2b3c30e1cdd475b1297f92a2c48e3ff01,1:train|2:val|3:test|4:test|5:train|6:train|7:val|8:test|9:test|10:val,train,val,test,test,train,train,val,test,test,val
4979,swirly,808e73f438a13df96adff5cdde10f03525c92f4778981d581f5026467708250a,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0118.jpg,808e73f438a13df96adff5cdde10f03525c92f4778981d581f5026467708250a,1:train|2:test|3:val|4:val|5:train|6:val|7:test|8:val|9:train|10:test,train,test,val,val,train,val,test,val,train,test
4980,swirly,a5f0641fe8d7ce25e86499926f23cbd850d62ebaedd4c52673cd5e0657304efc,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0119.jpg,a5f0641fe8d7ce25e86499926f23cbd850d62ebaedd4c52673cd5e0657304efc,1:test|2:test|3:val|4:test|5:train|6:test|7:val|8:val|9:val|10:val,test,test,val,test,train,test,val,val,val,val
4981,swirly,cebdb45a65e4e28ca2e557eba991eeeb11912efc229b10e34b1683a925d516d8,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0120.jpg,cebdb45a65e4e28ca2e557eba991eeeb11912efc229b10e34b1683a925d516d8,1:test|2:test|3:train|4:train|5:test|6:train|7:train|8:val|9:train|10:train,test,test,train,train,test,train,train,val,train,train
4982,swirly,bdc092eaaa7bb5a827f47e5e10bb2f79ced9ecbb03c6184cc235a5d3c1c83523,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0121.jpg,bdc092eaaa7bb5a827f47e5e10bb2f79ced9ecbb03c6184cc235a5d3c1c83523,1:train|2:train|3:train|4:val|5:test|6:val|7:train|8:val|9:test|10:train,train,train,train,val,test,val,train,val,test,train
4983,swirly,e031f1d035e5c37d51db6e9fdacffa9a4a16b16bc526c76502d1b60b8a2712d5,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0122.jpg,e031f1d035e5c37d51db6e9fdacffa9a4a16b16bc526c76502d1b60b8a2712d5,1:train|2:test|3:train|4:val|5:val|6:val|7:train|8:test|9:train|10:test,train,test,train,val,val,val,train,test,train,test
4984,swirly,ebf49d0f1b258bd17fd73e91fd995a89624e641523785edfb85bf6091c9ccacb,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0123.jpg,ebf49d0f1b258bd17fd73e91fd995a89624e641523785edfb85bf6091c9ccacb,1:train|2:val|3:val|4:test|5:val|6:val|7:test|8:train|9:val|10:test,train,val,val,test,val,val,test,train,val,test
4985,swirly,9213ecd4832b8a8418915c08affa3fe2b8190c902ad5559d51288e4c45d140a9,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0124.jpg,9213ecd4832b8a8418915c08affa3fe2b8190c902ad5559d51288e4c45d140a9,1:train|2:test|3:test|4:test|5:test|6:train|7:val|8:test|9:val|10:test,train,test,test,test,test,train,val,test,val,test
4986,swirly,0fbcdcd55624b2702258add5b7b5d794bee7a269c4fb283d9d27271bddd67860,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0125.jpg,0fbcdcd55624b2702258add5b7b5d794bee7a269c4fb283d9d27271bddd67860,1:val|2:train|3:test|4:test|5:test|6:test|7:test|8:test|9:val|10:train,val,train,test,test,test,test,test,test,val,train
4987,swirly,0ee41548ae033a7aa5087e6d1d44b4cc579addb0edb7c5dd2b88f54701e1f396,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0126.jpg,0ee41548ae033a7aa5087e6d1d44b4cc579addb0edb7c5dd2b88f54701e1f396,1:val|2:train|3:train|4:test|5:test|6:train|7:val|8:test|9:val|10:val,val,train,train,test,test,train,val,test,val,val
4988,swirly,2c98fba09ca95c18d704ff4b9440c4593f33782a76fbe2c09a854c17fd312541,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0127.jpg,2c98fba09ca95c18d704ff4b9440c4593f33782a76fbe2c09a854c17fd312541,1:val|2:test|3:train|4:train|5:val|6:test|7:train|8:test|9:test|10:train,val,test,train,train,val,test,train,test,test,train
4989,swirly,bc97ff977bf7f0f0b3c68da1b5f8409ad4d3c6aa2b8be7a4abd028a8c728a058,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0128.jpg,bc97ff977bf7f0f0b3c68da1b5f8409ad4d3c6aa2b8be7a4abd028a8c728a058,1:test|2:val|3:test|4:train|5:test|6:train|7:train|8:val|9:test|10:val,test,val,test,train,test,train,train,val,test,val
4990,swirly,1fc236d6020ad49bc1175406e3e557d8416227632583a5898f8fc9813b63fad5,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0129.jpg,1fc236d6020ad49bc1175406e3e557d8416227632583a5898f8fc9813b63fad5,1:test|2:test|3:test|4:test|5:train|6:val|7:val|8:test|9:test|10:train,test,test,test,test,train,val,val,test,test,train
4991,swirly,b2d0b2402094be1aff5809cc6b67257cddac0aa59da27e33d1b0b6cc5a6d0ea3,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0130.jpg,b2d0b2402094be1aff5809cc6b67257cddac0aa59da27e33d1b0b6cc5a6d0ea3,1:test|2:val|3:val|4:train|5:val|6:val|7:train|8:test|9:train|10:test,test,val,val,train,val,val,train,test,train,test
4992,swirly,10f721871166ab40495fe682a966354bdc2d3ca6f7e6b7a05b34f1b1ee094e09,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0131.jpg,10f721871166ab40495fe682a966354bdc2d3ca6f7e6b7a05b34f1b1ee094e09,1:val|2:test|3:test|4:test|5:val|6:train|7:train|8:val|9:val|10:val,val,test,test,test,val,train,train,val,val,val
4993,swirly,e9b37d72ccd612032eecd9a56022199dc3d1fbd7899332d6d657b53ce3b13746,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0132.jpg,e9b37d72ccd612032eecd9a56022199dc3d1fbd7899332d6d657b53ce3b13746,1:val|2:val|3:test|4:train|5:val|6:train|7:val|8:train|9:train|10:train,val,val,test,train,val,train,val,train,train,train
4994,swirly,bfcab5de748f5f0eb9e9ff19acb006162908fe02a17cef0dcb0ed656d714277f,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0133.jpg,bfcab5de748f5f0eb9e9ff19acb006162908fe02a17cef0dcb0ed656d714277f,1:train|2:test|3:val|4:val|5:test|6:test|7:val|8:test|9:val|10:test,train,test,val,val,test,test,val,test,val,test
4995,swirly,e865aa6104585ed4ce90cb98fb9949227ad5d4c0be0d8af186f749f27201ddee,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0134.jpg,e865aa6104585ed4ce90cb98fb9949227ad5d4c0be0d8af186f749f27201ddee,1:test|2:val|3:val|4:test|5:train|6:train|7:test|8:test|9:test|10:val,test,val,val,test,train,train,test,test,test,val
4996,swirly,bca19e9879b367f94314022879a4cee7e0d3694af0cba06dca10d4a79541ec6c,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0135.jpg,bca19e9879b367f94314022879a4cee7e0d3694af0cba06dca10d4a79541ec6c,1:val|2:test|3:train|4:test|5:train|6:test|7:val|8:val|9:val|10:val,val,test,train,test,train,test,val,val,val,val
4997,swirly,009d50af5ae77030a93daac99b5cc626c574a9514887220dde0503fd670066b8,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0136.jpg,009d50af5ae77030a93daac99b5cc626c574a9514887220dde0503fd670066b8,1:test|2:train|3:val|4:test|5:val|6:test|7:test|8:test|9:test|10:train,test,train,val,test,val,test,test,test,test,train
4998,swirly,c740a4a51b1077c3dc8bef8243b95e9b62f792c528b23f887714df2aa6149753,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0137.jpg,c740a4a51b1077c3dc8bef8243b95e9b62f792c528b23f887714df2aa6149753,1:train|2:val|3:val|4:train|5:val|6:train|7:val|8:val|9:val|10:val,train,val,val,train,val,train,val,val,val,val
4999,swirly,eec5d01a18ff37140573715eb361abf2986fb93e6ecfc7ec43722880c429469a,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0138.jpg,eec5d01a18ff37140573715eb361abf2986fb93e6ecfc7ec43722880c429469a,1:train|2:val|3:train|4:train|5:val|6:val|7:test|8:train|9:test|10:test,train,val,train,train,val,val,test,train,test,test
5000,swirly,0b8facb955938bef11c6f316b25c61ec7c5d89fe3b258f4f533aa050c6b42934,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0139.jpg,0b8facb955938bef11c6f316b25c61ec7c5d89fe3b258f4f533aa050c6b42934,1:val|2:val|3:test|4:train|5:val|6:train|7:test|8:val|9:val|10:train,val,val,test,train,val,train,test,val,val,train
5001,swirly,760877b07aff8cdbe4b70e2454a499dc105a7e592f861579a9f90b8a2a5fbf37,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0140.jpg,760877b07aff8cdbe4b70e2454a499dc105a7e592f861579a9f90b8a2a5fbf37,1:val|2:train|3:val|4:test|5:train|6:val|7:val|8:train|9:train|10:test,val,train,val,test,train,val,val,train,train,test
5002,swirly,1ac9bf7742701e623a42c2ebec3bf1531728e895992cc05c72c78d74bed1ed28,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0141.jpg,1ac9bf7742701e623a42c2ebec3bf1531728e895992cc05c72c78d74bed1ed28,1:val|2:train|3:test|4:train|5:val|6:test|7:test|8:train|9:val|10:test,val,train,test,train,val,test,test,train,val,test
5003,swirly,2ff953901db35d7c3078c04c715e70cbd1665771d1927f6d56390f03c0a83be4,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0142.jpg,2ff953901db35d7c3078c04c715e70cbd1665771d1927f6d56390f03c0a83be4,1:test|2:train|3:test|4:test|5:val|6:test|7:val|8:test|9:val|10:train,test,train,test,test,val,test,val,test,val,train
5004,swirly,9db65d9b9ca2e20385f75cbd66e2b55268937403dfe255c70b98b327649a19fb,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0143.jpg,9db65d9b9ca2e20385f75cbd66e2b55268937403dfe255c70b98b327649a19fb,1:val|2:test|3:val|4:test|5:train|6:train|7:val|8:val|9:train|10:val,val,test,val,test,train,train,val,val,train,val
5005,swirly,e38dbc50fa46265cb3c798f91eecb56422c059d9273a09812f7e02a05bd37883,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0144.jpg,e38dbc50fa46265cb3c798f91eecb56422c059d9273a09812f7e02a05bd37883,1:val|2:test|3:test|4:train|5:test|6:train|7:train|8:train|9:train|10:test,val,test,test,train,test,train,train,train,train,test
5006,swirly,ca49b2fc0f482b2edf763a5d111a7f59bfe80f2d535147acf74750add6d4d821,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0145.jpg,ca49b2fc0f482b2edf763a5d111a7f59bfe80f2d535147acf74750add6d4d821,1:val|2:test|3:train|4:train|5:val|6:train|7:train|8:train|9:test|10:train,val,test,train,train,val,train,train,train,test,train
5007,swirly,532ec0b881cde4163a3c28ac109b14e4da0d6698de82063e057f103cba33e334,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0146.jpg,532ec0b881cde4163a3c28ac109b14e4da0d6698de82063e057f103cba33e334,1:val|2:train|3:train|4:train|5:test|6:val|7:test|8:train|9:test|10:val,val,train,train,train,test,val,test,train,test,val
5008,swirly,b67a4ea89470fb6aa2044ab828375397a691e08452fbe836514113e8108cf97a,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0147.jpg,b67a4ea89470fb6aa2044ab828375397a691e08452fbe836514113e8108cf97a,1:val|2:train|3:val|4:train|5:val|6:val|7:train|8:val|9:train|10:test,val,train,val,train,val,val,train,val,train,test
5009,swirly,88791c2afd1c9d36c4dfad3d657b781b799e312c34b08f926d3e2cf34dc40446,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0148.jpg,88791c2afd1c9d36c4dfad3d657b781b799e312c34b08f926d3e2cf34dc40446,1:test|2:test|3:test|4:train|5:test|6:test|7:train|8:test|9:train|10:test,test,test,test,train,test,test,train,test,train,test
5010,swirly,6046df89b61dad59cccc4c4692374a25e1159ada0e212bfc19495792a35c651d,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0149.jpg,6046df89b61dad59cccc4c4692374a25e1159ada0e212bfc19495792a35c651d,1:train|2:train|3:val|4:val|5:train|6:train|7:test|8:train|9:test|10:val,train,train,val,val,train,train,test,train,test,val
5011,swirly,84cf420b48b1e392014a3e653443b582dbe041b3668c26d6b288a885ffbc0483,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0150.jpg,84cf420b48b1e392014a3e653443b582dbe041b3668c26d6b288a885ffbc0483,1:test|2:test|3:test|4:test|5:test|6:train|7:test|8:val|9:test|10:test,test,test,test,test,test,train,test,val,test,test
5012,swirly,95fedf86f46d1bcaa83a8eef2d08b55b8c3241ef076f7e0056b3e5b91effb38c,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0151.jpg,95fedf86f46d1bcaa83a8eef2d08b55b8c3241ef076f7e0056b3e5b91effb38c,1:train|2:test|3:train|4:val|5:test|6:train|7:train|8:train|9:val|10:val,train,test,train,val,test,train,train,train,val,val
5013,swirly,287aaa97f700e912b209851d8862bf986e2454326e6a0b737d2ec929efc8b047,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0152.jpg,287aaa97f700e912b209851d8862bf986e2454326e6a0b737d2ec929efc8b047,1:val|2:test|3:val|4:val|5:test|6:test|7:test|8:train|9:train|10:train,val,test,val,val,test,test,test,train,train,train
5014,swirly,07bed7738001930ac71db4c2c9161882e09e8cb1a2399300aeac24fc83866d6a,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0153.jpg,07bed7738001930ac71db4c2c9161882e09e8cb1a2399300aeac24fc83866d6a,1:val|2:train|3:train|4:test|5:val|6:train|7:val|8:val|9:train|10:val,val,train,train,test,val,train,val,val,train,val
5015,swirly,8134ca28b2b541c434228670333574d24e67bf1bbe8f808aa9a94920143aff77,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0154.jpg,8134ca28b2b541c434228670333574d24e67bf1bbe8f808aa9a94920143aff77,1:val|2:train|3:train|4:val|5:val|6:test|7:test|8:train|9:train|10:test,val,train,train,val,val,test,test,train,train,test
5016,swirly,6a9160343c9fdd06948bbd52e27248555ee86e315ba27342a2dd71892548e18e,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0155.jpg,6a9160343c9fdd06948bbd52e27248555ee86e315ba27342a2dd71892548e18e,1:test|2:val|3:test|4:test|5:train|6:val|7:test|8:train|9:train|10:test,test,val,test,test,train,val,test,train,train,test
5017,swirly,b7c62827ef0741c34ffd5ed9a053874c0efb060a538c22a30d8b69ab9ff49687,data/confirmatory_sources/DTD/extracted/dtd/images/swirly/swirly_0156.jpg,b7c62827ef0741c34ffd5ed9a053874c0efb060a538c22a30d8b69ab9ff49687,1:train|2:val|3:val|4:train|5:test|6:val|7:test|8:train|9:val|10:test,train,val,val,train,test,val,test,train,val,test
